symbol,date,open,high,low,close,volume
GOOGL,2025-04-28,162.43,163.15,158.6,160.61,29745800
GOOGL,2025-04-29,160.32,160.74,157.52,160.16,26809000
GOOGL,2025-04-30,157.98,159.27,155.4,158.8,34981100
GOOGL,2025-05-01,160.45,161.95,158.91,161.3,30203200
GOOGL,2025-05-02,163.41,164.97,161.87,164.03,25715000
GOOGL,2025-05-05,163,165.39,162.72,164.21,21341800
GOOGL,2025-05-06,162.17,164.8,161.19,163.23,21277200
GOOGL,2025-05-07,164.08,165,147.84,151.38,127490100
GOOGL,2025-05-08,155,155.93,152.9,154.28,57498700
GOOGL,2025-05-09,154.17,155.05,152.2,152.75,32435300
GOOGL,2025-05-12,157.49,159.1,156.25,158.46,44138800
GOOGL,2025-05-13,158.79,160.57,156.16,159.53,42382100
GOOGL,2025-05-14,159.96,167,159.61,165.37,48755900
GOOGL,2025-05-15,165.84,166.21,162.37,163.96,33146700
GOOGL,2025-05-16,167.73,169.35,165.62,166.19,42846900
GOOGL,2025-05-19,164.51,166.64,164.22,166.54,30426100
GOOGL,2025-05-20,166.43,168.5,162.9,163.98,46607700
GOOGL,2025-05-21,163.69,173.14,163.56,168.56,73416000
GOOGL,2025-05-22,171.85,176.77,170.71,170.87,74864400
GOOGL,2025-05-23,169.06,169.96,167.89,168.47,35211400
GOOGL,2025-05-27,170.16,173.17,170,172.9,37995700
GOOGL,2025-05-28,173.16,175.27,171.91,172.36,34784000
GOOGL,2025-05-29,174,174.42,170.63,171.86,29317300
GOOGL,2025-05-30,171.35,172.21,167.44,171.74,52639900
GOOGL,2025-06-02,167.84,169.87,167.39,169.03,38612300
GOOGL,2025-06-03,167.49,168.48,165.28,166.18,45084900
GOOGL,2025-06-04,166.74,168.22,166.36,168.05,26900800
GOOGL,2025-06-05,170.34,170.93,167.59,168.21,36379100
GOOGL,2025-06-06,170.83,174.5,170.83,173.68,35731800
GOOGL,2025-06-09,174.54,176.47,174.37,176.09,28935900
GOOGL,2025-06-10,176.2,181.11,174.91,178.6,61766100
GOOGL,2025-06-11,179.77,180.37,176.75,177.35,31646800
GOOGL,2025-06-12,176.18,176.72,174.75,175.7,20941900
GOOGL,2025-06-13,172.44,177.13,172.39,174.67,27663100
GOOGL,2025-06-16,174.73,176.94,174.65,176.77,27389200
GOOGL,2025-06-17,175.7,177.36,174.58,175.95,24973000
GOOGL,2025-06-18,176.01,176.56,173.2,173.32,28707500
GOOGL,2025-06-20,173.95,174.34,165.46,166.64,75659900
GOOGL,2025-06-23,166.27,167.34,162,165.19,57671000
GOOGL,2025-06-24,166.92,168.22,166.13,166.77,40524300
GOOGL,2025-06-25,167.63,172.36,167.55,170.68,35479000
GOOGL,2025-06-26,172.43,173.69,169.94,173.54,31796700
GOOGL,2025-06-27,173.54,178.68,171.73,178.53,108140200
GOOGL,2025-06-30,180.78,181.23,174.58,176.23,63378900
GOOGL,2025-07-01,175.74,176.09,173.53,175.84,35904500
GOOGL,2025-07-02,175.54,178.86,175.07,178.64,29128900
GOOGL,2025-07-03,178.5,179.67,177.05,179.53,21689700
GOOGL,2025-07-07,179.06,179.3,175.68,176.79,34175600
GOOGL,2025-07-08,177.85,177.95,172.81,174.36,40442500
GOOGL,2025-07-09,175.25,179.44,172.77,176.62,43025600
GOOGL,2025-07-10,175.63,178.43,174.38,177.62,29252400
GOOGL,2025-07-11,176.79,181.43,176.48,180.19,34282900
GOOGL,2025-07-14,181.01,183.67,179.68,181.56,32536600
GOOGL,2025-07-15,182.81,184.22,181.6,182,33448300
GOOGL,2025-07-16,183.24,184.33,182.03,182.97,33104200
GOOGL,2025-07-17,182.14,184.06,180.48,183.58,31992600
GOOGL,2025-07-18,185.4,186.42,183.71,185.06,34014500
GOOGL,2025-07-21,186.25,190.29,186.15,190.1,45803100
GOOGL,2025-07-22,191.5,191.65,187.46,191.34,44660200
GOOGL,2025-07-23,191.5,192.53,189.18,190.23,58681900
GOOGL,2025-07-24,197.03,197.95,191,192.17,74881700
GOOGL,2025-07-25,191.98,194.33,191.26,193.18,39785900
GOOGL,2025-07-28,193.65,194.05,190.84,192.58,38139500
GOOGL,2025-07-29,192.43,195.92,192.08,195.75,41389200
GOOGL,2025-07-30,195.6,197.6,194.69,196.53,32445400
GOOGL,2025-07-31,195.71,195.99,191.09,191.9,51329200
GOOGL,2025-08-01,189.03,190.83,187.82,189.13,34832200
GOOGL,2025-08-04,190.29,195.27,190.12,195.04,31547400
GOOGL,2025-08-05,194.71,197.86,193.89,194.67,31602300
GOOGL,2025-08-06,194.5,196.63,193.67,196.09,21562900
GOOGL,2025-08-07,197.06,197.54,194.33,196.52,26321800
GOOGL,2025-08-08,197.22,202.61,197.17,201.42,39161800
GOOGL,2025-08-11,200.94,201.48,199.07,201,25832400
GOOGL,2025-08-12,201.37,204.5,200.59,203.34,30397900
GOOGL,2025-08-13,204.13,204.53,197.51,201.96,28342900
GOOGL,2025-08-14,201.5,204.44,201.23,202.94,25230400
GOOGL,2025-08-15,203.85,206.44,201.28,203.9,34931400
GOOGL,2025-08-18,204.2,205.27,202.49,203.5,18526600
GOOGL,2025-08-19,203.03,203.44,199.96,201.57,24240200
GOOGL,2025-08-20,200.73,201.28,196.6,199.32,28955500
GOOGL,2025-08-21,199.75,202.48,199.43,199.75,19774600
GOOGL,2025-08-22,202.73,208.54,201.3,206.09,42827000
GOOGL,2025-08-25,206.43,210.52,205.28,208.49,29928900
GOOGL,2025-08-26,207.51,207.85,205.7,207.14,28464100
GOOGL,2025-08-27,205.7,208.91,205.65,207.48,23022900
GOOGL,2025-08-28,207.25,212.22,206.9,211.64,32339300
GOOGL,2025-08-29,210.51,214.65,210.2,212.91,39728400
GOOGL,2025-09-02,208.44,211.68,206.2,211.35,47523000
GOOGL,2025-09-03,226.21,231.31,224.79,230.66,103336100
GOOGL,2025-09-04,229.65,232.37,226.11,232.3,51684200
GOOGL,2025-09-05,232.2,235.76,231.9,235,46588900
GOOGL,2025-09-08,235.47,238.13,233.67,234.04,32474700
GOOGL,2025-09-09,234.17,240.47,233.23,239.63,38061000
GOOGL,2025-09-10,238.9,241.66,237.85,239.17,35141100
GOOGL,2025-09-11,239.88,242.25,236.25,240.37,30599300
GOOGL,2025-09-12,240.37,242.08,238,240.8,26771600
GOOGL,2025-09-15,244.66,252.41,244.66,251.61,58383800
GOOGL,2025-09-16,252.08,253.04,249.47,251.16,34109700
GOOGL,2025-09-17,251.22,251.6,246.28,249.53,34108000
GOOGL,2025-09-18,251.68,253.99,249.8,252.03,31239500
GOOGL,2025-09-19,253.25,256,251.81,254.72,55571400
GOOGL,2025-09-22,254.43,255.78,250.3,252.53,32290500
GOOGL,2025-09-23,253.04,254.36,250.48,251.66,26628000
GOOGL,2025-09-24,251.66,252.35,246.44,247.14,28201000
GOOGL,2025-09-25,244.4,246.49,240.74,245.79,31020400
GOOGL,2025-09-26,247.07,249.42,245.97,246.54,18503200
GOOGL,2025-09-29,247.85,251.15,242.77,244.05,32505800
GOOGL,2025-09-30,242.81,243.29,239.25,243.1,34724300
GOOGL,2025-10-01,240.75,246.3,238.61,244.9,31658200
GOOGL,2025-10-02,245.15,246.81,242.3,245.69,25483300
GOOGL,2025-10-03,244.49,246.3,241.66,245.35,30249600
GOOGL,2025-10-06,244.78,251.32,244.58,250.43,28894700
GOOGL,2025-10-07,248.27,250.44,245.52,245.76,23181300
GOOGL,2025-10-08,244.96,246.01,243.82,244.62,21307100
GOOGL,2025-10-09,244.47,244.76,239.15,241.53,27892100
GOOGL,2025-10-10,241.43,244.09,235.84,236.57,33180300
GOOGL,2025-10-13,240.21,244.5,239.71,244.15,24995000
GOOGL,2025-10-14,241.23,247.12,240.51,245.45,22111600
GOOGL,2025-10-15,247.25,252.11,245.99,251.03,27007700
GOOGL,2025-10-16,251.77,256.96,250.1,251.46,27997200
GOOGL,2025-10-17,250.76,254.22,247.81,253.3,29671600
GOOGL,2025-10-20,254.69,257.33,254.23,256.55,22350200
GOOGL,2025-10-21,254.74,254.88,244.15,250.46,47312100
GOOGL,2025-10-22,254.37,256.36,249.29,251.69,35029400
GOOGL,2025-10-23,252.98,255.04,251.85,253.08,19901400
GOOGL,2025-10-24,256.58,261.68,255.32,259.92,28655100
GOOGL,2025-10-27,264.82,270.14,264.28,269.27,35235200
GOOGL,2025-10-28,269.69,270.73,266.5,267.47,29738600
GOOGL,2025-10-29,267.75,275.34,267.67,274.57,43580300
GOOGL,2025-10-30,291.59,291.59,280.06,281.48,74876000
GOOGL,2025-10-31,283.21,286,277.03,281.19,39267900
GOOGL,2025-11-03,282.18,285.53,279.8,283.72,29786000
GOOGL,2025-11-04,276.75,281.27,276.26,277.54,30078400
GOOGL,2025-11-05,278.87,286.42,277.34,284.31,31010300
GOOGL,2025-11-06,285.33,288.35,281.14,284.75,37173600
GOOGL,2025-11-07,283.21,283.78,275.19,278.83,34479600
GOOGL,2025-11-10,284.42,290.8,282.86,290.1,29557300
GOOGL,2025-11-11,287.75,291.92,287.32,291.31,19842100
GOOGL,2025-11-12,291.68,292.01,283.69,286.71,24829900
GOOGL,2025-11-13,282.34,282.84,277.24,278.57,29494000
GOOGL,2025-11-14,271.41,278.56,270.7,276.41,31647200
GOOGL,2025-11-17,285.78,293.95,283.57,285.02,52670200
GOOGL,2025-11-18,287.92,288.8,278.2,284.28,49158700
GOOGL,2025-11-19,287.16,303.81,286.63,292.81,68198900
GOOGL,2025-11-20,304.54,306.42,288.67,289.45,62025200
GOOGL,2025-11-21,296.42,303.92,293.85,299.66,74137700
GOOGL,2025-11-24,311.13,319.48,309.6,318.58,85165100
GOOGL,2025-11-25,326.21,328.83,317.65,323.44,88632100
GOOGL,2025-11-26,320.68,324.5,316.79,319.95,51373400
GOOGL,2025-11-28,323.37,326.85,316.79,320.18,26018600
GOOGL,2025-12-01,317.7,319.85,313.89,314.89,41183000
GOOGL,2025-12-02,316.74,318.38,313.91,315.81,35854700
GOOGL,2025-12-03,315.89,321.58,314.1,319.63,41838300
GOOGL,2025-12-04,322.23,322.36,314.7,317.62,31240900
GOOGL,2025-12-05,319.49,323.16,319.17,321.27,28851700
GOOGL,2025-12-08,320.05,320.44,311.22,313.72,33909400
GOOGL,2025-12-09,312.37,317.99,311.9,317.08,30194000
GOOGL,2025-12-10,315.83,321.31,314.68,320.21,33428900
GOOGL,2025-12-11,320.08,321.12,308.6,312.43,42353700
GOOGL,2025-12-12,313.7,314.87,305.56,309.29,35940200
GOOGL,2025-12-15,311.32,311.42,304.88,308.22,29151900
GOOGL,2025-12-16,304.95,310.77,302.59,306.57,30585000
GOOGL,2025-12-17,308.01,308.09,296.12,296.72,43930400
GOOGL,2025-12-18,301.72,303.96,299.23,302.46,33518000
GOOGL,2025-12-19,301.73,307.25,300.97,307.16,59943200
GOOGL,2025-12-22,309.88,310.13,305.3,309.78,26429900
GOOGL,2025-12-23,309.63,314.94,309.32,314.35,25478700
GOOGL,2025-12-24,314.77,315.08,311.92,314.09,10097400
GOOGL,2025-12-26,314.48,315.09,312.28,313.51,10899000
GOOGL,2025-12-29,311.37,314.02,310.62,313.56,19621800
GOOGL,2025-12-30,312.5,316.95,312.46,313.85,17380900
GOOGL,2025-12-31,312.85,314.58,311.44,313,16377700
GOOGL,2026-01-02,316.9,322.5,310.33,315.15,32009400
GOOGL,2026-01-05,317.66,319.02,314.63,316.54,30195600
GOOGL,2026-01-06,316.4,320.94,311.78,314.34,31212100
GOOGL,2026-01-07,314.36,326.15,314.19,321.98,35104400
GOOGL,2026-01-08,328.97,330.32,321.5,325.44,31896100
GOOGL,2026-01-09,327.09,330.83,325.8,328.57,26214200
GOOGL,2026-01-12,325.8,334.04,325,331.86,33923900
GOOGL,2026-01-13,334.95,340.49,333.62,335.97,33517600
GOOGL,2026-01-14,335.06,336.52,330.48,335.84,28525600
GOOGL,2026-01-15,337.65,337.69,330.74,332.78,28442400
GOOGL,2026-01-16,334.41,334.65,327.7,330,40341600
GOOGL,2026-01-20,320.87,327.73,320.43,322,35361000
GOOGL,2026-01-21,320.92,332.48,319.35,328.38,35386600
GOOGL,2026-01-22,334.45,335.15,328.75,330.54,26253600
GOOGL,2026-01-23,332.49,333.69,327.45,327.93,27280000
GOOGL,2026-01-26,327.81,335.84,327,333.26,26042100
GOOGL,2026-01-27,335.37,337.91,333.48,334.55,21636200
GOOGL,2026-01-28,336.06,337.54,331.94,336.01,27434400
GOOGL,2026-01-29,340.3,342.29,326.54,338.25,39785600
GOOGL,2026-01-30,340,340,332.29,338,31024000
GOOGL,2026-02-02,336.22,344.83,335.63,343.69,32006100
GOOGL,2026-02-03,347.34,349,337.47,339.71,36506700
GOOGL,2026-02-04,342.96,343.31,328.52,333.04,70618400
GOOGL,2026-02-05,312.22,332.69,306.46,331.25,88205800
GOOGL,2026-02-06,327.18,330.38,319.92,322.86,56380500
GOOGL,2026-02-09,320.93,327.7,317.26,324.32,39640100
GOOGL,2026-02-10,320.97,321.67,314.61,318.58,39170000
GOOGL,2026-02-11,318.97,321.06,309.66,310.96,45406400
GOOGL,2026-02-12,312.09,316.24,307.2,309,47761300
GOOGL,2026-02-13,307.73,308.63,303.71,305.72,38465000
